"TAZ","access_general_sov_attr","access_nearby_sov_attr","access_walk_attr","access_transit_attr","access_employment_sov_attr","access_general_sov","access_nearby_sov","access_walk","access_transit","access_employment_sov"
101,23083.40,5028.70,5.24554,23083.40,1915.00,13.4179,12.2136,3.9466,6.22485,11.8227
102,29488.60,6325.50,1.2932,29488.60,4829.00,13.2618,11.4155,3.82874,6.32114,11.7991
103,18975.70,4096.10,1.45781,18975.70,2617.00,13.2203,11.5692,3.70808,6.10417,11.7613
104,674,145.3,0.017363,674,89,13.2923,11.3722,4.04044,6.54769,11.8116
105,1235.60,297.4,3.7997,1235.60,81,13.3725,12.1488,3.85382,6.00901,11.8024
106,299.2,65.6,0.0250971,299.2,16,13.2169,11.3486,3.82936,6.01468,11.7758
107,816.9,175.1,0.0344666,816.9,107,13.2248,11.112,3.78543,6.59275,11.8007
108,8333.10,1688.70,0.0163117,8333.10,1793.00,13.3722,11.8457,3.87719,6.15791,11.8301
109,16325.20,3514.90,1.06643,16325.20,2474.00,13.2396,11.5525,3.80322,6.34603,11.776
110,1254.30,274.2,0.109618,1254.30,78,13.2651,11.1869,4.09371,6.64719,11.8088
111,5811.60,1253.00,0.424502,5811.60,475,13.2985,11.6337,3.85499,5.6553,11.7999
112,13411.90,2842.10,1.71945,13411.90,2033.00,13.4177,12.1612,3.90486,6.03002,11.8259
113,1386.50,307.3,0.703552,1386.50,100,13.2513,11.4962,3.83339,5.71884,11.7818
114,0.00,0.00,0.00,0.00,0.00,13.3559,12.1195,3.93268,6.37461,11.8028
115,3651.60,791.3,2.42256,3651.60,571,13.253,11.4469,3.85651,5.96271,11.7844
116,616.6,135.7,0.112971,616.6,41,13.1978,10.905,3.91675,6.7592,11.7963
117,2911.20,612.8,0.0728104,2911.20,409,13.3715,11.7312,3.89061,6.42592,11.8397
118,2389.80,540.2,5.23383,2389.80,186,13.2485,11.4318,3.76541,5.4199,11.7829
119,444.2,110.6,1.27968,444.2,11,13.2591,11.4808,3.87953,6.14644,11.7867
120,1187.70,257.4,0.0838015,1187.70,111,13.2421,11.4662,3.80307,5.5766,11.7849
121,377.4,80.5,0.0117586,377.4,36,13.2329,11.2731,3.74042,5.91684,11.7979
122,1010.90,218.1,0.035038,1010.90,137,13.1642,10.801,3.68219,6.50599,11.7976
123,8380.80,1804.40,0.26732,8380.80,1257.00,13.2952,11.5639,3.9959,6.3,11.8028
124,63.7,11.6,0.00222205,63.7,16,13.2521,11.0648,4.15617,6.80464,11.8082
125,936.6,218.9,1.43967,936.6,98,13.1896,10.8262,3.96803,6.4917,11.7955
126,9967.00,2186.00,2.49294,9967.00,544,13.3212,11.5297,3.75239,6.10201,11.8369
127,849.2,180.4,0.0984622,849.2,150,13.1739,11.1054,3.73228,5.43499,11.7628
128,4214.10,910.2,0.0836497,4214.10,556,13.1798,11.1245,3.72112,5.60696,11.7655
129,385.1,84.1,0.0125556,385.1,29,13.3215,11.6785,3.69731,6.11987,11.83
130,89.6,19.2,0.00,89.6,16,13.2875,11.4057,3.65383,6.08181,11.8367
131,855,163.4,0.438637,855,212,13.1874,11.1464,3.61961,5.57406,11.7856
132,909.2,133,0.641646,909.2,76,13.1158,10.922,3.62167,5.16239,11.7467
133,815.2,175.7,0.0267093,815.2,75,13.1773,11.1153,3.71946,5.78911,11.7658
134,3139.10,670.9,0.0625038,3139.10,444,13.0641,10.5859,3.46983,6.21538,11.7567
135,5265.60,1082.60,0.597559,5265.60,890,13.2822,11.5365,3.66016,6.18657,11.824
136,2357.30,477.3,0.130572,2357.30,346,13.1079,10.5494,3.62875,6.12465,11.7828
137,256.1,55.9,0.0146002,256.1,20,13.2384,11.0542,4.15608,6.2888,11.8004
138,1585.70,368.8,1.93359,1585.70,85,13.2819,11.3291,3.57993,5.95186,11.8417
139,5472.60,1150.90,0.0903546,5472.60,934,13.3102,11.7014,3.67657,6.32061,11.8272
140,1152.30,267.9,1.2285,1152.30,79,13.1609,10.6748,3.95934,6.27793,11.7862
141,1405.10,294.1,1.00975,1405.10,196,13.2889,11.3801,3.62593,6.28716,11.8375
142,24342.30,5199.40,0.0649488,24342.30,4324.00,13.213,11.2627,3.91672,5.82209,11.7823
143,6474.10,1370.20,0.72444,6474.10,990,13.1996,11.2997,3.51525,5.80271,11.7959
144,296.4,61.2,0.0397906,296.4,52,13.0568,10.8283,3.50785,5.12021,11.72
145,755.2,187.5,1.69101,755.2,29,13.0698,10.9126,3.47215,5.26382,11.723
146,774.3,166.2,0.864894,774.3,121,13.2059,10.9217,3.40017,5.88484,11.8325
147,2281.00,508.7,1.82041,2281.00,259,13.0574,10.8333,3.50255,4.92775,11.7228
148,1909.50,425.5,0.653816,1909.50,151,13.2079,10.9451,3.33983,6.04813,11.839
149,1377.70,302.6,0.29235,1377.70,163,13.0722,10.9035,3.50624,5.45491,11.725
150,941,184.4,0.00209002,941,220,12.9452,10.1294,2.68596,5.45783,11.7379
151,724.8,167.1,1.0381,724.8,80,13.2094,10.8902,3.26597,6.17069,11.8405
152,856.3,214.9,1.75485,856.3,37,13.1181,10.5395,3.72542,5.80083,11.7836
153,3000.60,641.3,0.360056,3000.60,492,12.9862,10.4669,3.27737,5.04848,11.7185
154,2519.10,540.6,0.24716,2519.10,348,13.0346,10.7614,3.46612,5.39671,11.7158
155,2850.80,599.2,0.796026,2850.80,440,13.2274,10.9996,3.3673,5.8886,11.8475
156,1376.00,296.7,0.0820152,1376.00,164,13.0728,10.404,3.10938,5.80449,11.7897
157,3583.10,777,0.56705,3583.10,492,12.9032,10.4091,3.10963,4.40554,11.67
158,1206.20,261,0.0463085,1206.20,89,13.0062,10.7186,3.27202,5.01337,11.7025
159,1112.10,229.7,0.0499455,1112.10,212,12.9816,10.617,3.31142,4.85099,11.6947
160,1054.80,230.4,0.681063,1054.80,139,12.9954,10.7497,3.30515,4.65572,11.6996
161,756.8,165.5,0.323296,756.8,104,12.9722,10.6347,3.22828,5.05712,11.6896
162,1607.20,354.5,0.554095,1607.20,145,13.1648,10.5539,3.2239,5.50791,11.8301
163,1871.30,390.1,0.076441,1871.30,355,13.2077,10.8255,3.07999,5.91231,11.8497
164,4924.40,1072.70,0.192017,4924.40,415,13.0244,10.7493,3.08959,4.8504,11.7134
165,883.1,226.1,1.83723,883.1,23,13.0687,10.5149,2.78038,5.72155,11.7918
166,3611.10,780.9,0.534255,3611.10,560,13.2193,10.941,3.12173,5.79712,11.8518
167,2842.10,532.9,0.0491109,2842.10,651,13.0445,10.4374,2.62026,5.78456,11.7818
168,6258.30,1350.80,0.770282,6258.30,1039.00,13.1958,10.8836,3.12452,5.50209,11.8439
169,1893.00,436.5,2.38073,1893.00,188,12.7523,10.302,2.71233,3.85556,11.6084
170,1750.40,390.2,0.640829,1750.40,93,13.1274,10.5587,2.97401,5.60801,11.8132
171,11093.50,2402.90,1.0779,11093.50,1088.00,13.0932,10.5695,2.74944,5.89592,11.7982
172,1965.70,439.7,1.50006,1965.70,215,12.82,10.4048,2.67054,4.01284,11.6376
173,129424.40,27739.00,0.436946,129424.40,22899.00,13.3372,11.5788,2.61764,4.89499,11.8852
174,5951.20,1272.00,0.00772655,5951.20,1057.00,13.0579,10.4469,2.26061,5.41182,11.8047
175,12203.10,2662.00,1.20991,12203.10,962,12.9148,10.3504,2.56316,4.41294,11.6772
176,2744.30,596.5,0.0866119,2744.30,265,13.1505,10.7256,2.21094,5.51118,11.844
177,1486.20,300.5,0.040157,1486.20,228,13.0057,10.3019,2.38838,5.53059,11.7727
178,11145.30,2377.70,1.47201,11145.30,1739.00,12.9499,10.1805,1.66118,4.85894,11.7708
179,1495.60,277.9,0.270656,1495.60,375,12.9418,10.108,2.19446,5.18587,11.7414
180,4581.30,930.4,0.213718,4581.30,728,13.0911,10.4829,1.78858,5.10838,11.8301
181,1860.20,343.6,0.0425407,1860.20,466,13.0052,10.1244,1.36078,5.27011,11.8037
182,183.4,38.8,0.0389159,183.4,30,13.0551,10.4596,1.63015,4.92847,11.8149
183,2266.00,488.5,0.151033,2266.00,181,13.1941,10.7155,2.12994,4.99045,11.8726
201,314.1,68.7,0.0103164,314.1,21,13.1635,10.5073,4.24315,6.49417,11.7813
202,1169.90,269.2,1.76353,1169.90,57,13.0734,10.1075,4.2852,5.91246,11.7309
203,1591.00,352.7,0.637308,1591.00,112,12.976,10.0659,4.12369,5.90405,11.6978
204,2417.60,505.5,0.443676,2417.60,457,12.9369,9.97929,3.51438,5.07684,11.7003
205,38.3,9.5,0.0884845,38.3,2,13.0315,9.84171,4.398,5.18259,11.6651
206,132927.40,883.2,104.955,132927.40,674,13.1538,9.99795,4.71926,5.15486,11.6632
207,108,18,0.00,108,36,12.9198,10.0239,3.31148,4.83602,11.695
208,977.8,202.1,0.430281,977.8,149,13.0754,10.3781,2.85632,5.04797,11.789
209,134.6,34.6,0.319518,134.6,3,13.0128,10.446,4.55655,6.00154,11.6349
210,1551.80,381,2.55955,1551.80,66,12.8932,9.89497,3.32826,4.41115,11.6861
211,3108.10,490.8,1.32582,3108.10,327,12.9279,10.1195,2.64497,5.01464,11.7257
212,4416.00,740.5,2.52969,4416.00,435,13.1362,9.90919,4.61774,4.54656,11.6375
213,3653.90,632.3,0.00410243,3653.90,1132.00,12.9688,10.1032,3.02723,4.78783,11.744
214,23638.60,5132.60,6.33548,23638.60,3439.00,12.8666,9.84749,4.42913,5.94,11.5645
215,298.9,75.1,0.555677,298.9,13,12.8482,9.85709,3.14037,4.13897,11.6662
216,1351.10,327.8,2.41834,1351.10,98,12.8484,9.94357,2.63676,4.76866,11.6916
217,3343.80,443.5,2.09594,3343.80,266,12.7912,9.81562,2.48948,4.34781,11.6671
218,1759.00,359.1,0.699911,1759.00,337,12.6355,9.31688,3.60845,4.69828,11.5226
219,2217.00,518.8,2.64891,2217.00,181,12.7714,9.60533,2.60331,4.21987,11.6518
220,665.3,169.4,1.28653,665.3,20,12.7442,9.56105,2.25426,3.88488,11.6545
221,1611.50,360.8,1.31535,1611.50,181,12.7562,9.59087,2.43007,3.97969,11.6588
222,2967.40,646.4,1.92797,2967.40,374,12.6277,9.2949,2.64384,3.55687,11.5532
223,1366.60,336.8,2.65782,1366.60,77,12.6217,9.32127,2.04832,4.05677,11.5942
224,228,58.6,0.430457,228,5,12.5522,9.25107,1.91113,3.29338,11.5517
225,1139.50,262.1,1.00525,1139.50,138,12.6406,9.36887,2.01747,3.47733,11.5832
226,4687.70,482.3,2.38131,4687.70,213,12.7727,9.65335,2.19372,3.09749,11.6526
301,3195.30,648,0.116733,3195.30,551,13.2427,11.1301,3.45393,6.14612,11.8336
302,4612.20,977.9,0.0485156,4612.20,776,13.1975,11.1498,3.5016,6.30485,11.805
303,5384.90,1157.70,0.337391,5384.90,671,13.1652,11.1615,3.3436,5.86884,11.7896
304,990.7,195.1,0.0228872,990.7,190,13.2188,11.1613,3.49474,6.35807,11.815
305,1362.00,304.3,0.977138,1362.00,153,13.219,10.9568,3.28027,5.62237,11.8467
306,1792.60,401,0.821605,1792.60,170,13.1443,10.8287,3.29092,5.97047,11.7968
307,2230.00,492.2,0.518524,2230.00,155,13.1388,11.1882,3.25552,6.11653,11.7814
308,3089.30,675.1,1.5005,3089.30,460,12.9201,10.2568,2.96308,4.90589,11.702
309,4256.60,927.3,0.310528,4256.60,339,13.0793,10.9497,3.15657,5.99194,11.7619
310,1222.60,289.3,1.53615,1222.60,112,13.0677,10.5069,3.02351,5.24823,11.7875
311,2121.10,466.1,1.60129,2121.10,282,12.9515,10.3897,3.0375,5.69744,11.7187
312,2232.40,493.2,0.851225,2232.40,316,13.1575,10.7963,3.03339,5.31623,11.8289
313,2100.40,464.3,0.92706,2100.40,241,12.9177,10.2975,2.98831,5.48845,11.7054
314,87.4,23,0.232394,87.4,0.00,12.6919,9.73384,2.43541,4.26491,11.6067
315,1761.40,399,1.49945,1761.40,225,12.765,9.89534,2.64504,4.36997,11.6388
316,1002.10,219.6,0.271343,1002.10,149,13.2821,11.2644,2.99199,5.31495,11.8697
317,893.2,211.6,1.23493,893.2,55,13.0057,10.3631,2.97473,5.51181,11.7561
318,687.1,19.7,0.359745,687.1,6,12.7631,9.87672,2.69968,4.66856,11.6394
319,2576.70,543.9,0.258798,2576.70,315,13.0696,10.6908,3.16428,6.38803,11.7688
320,724.3,167.6,0.695177,724.3,84,13.0519,10.5483,2.82654,4.92219,11.788
321,1300.00,288.6,0.679603,1300.00,122,13.0337,10.4463,3.0022,5.03475,11.7758
322,901.7,83.4,0.609047,901.7,43,12.8159,10.0088,2.92464,5.28692,11.6601
323,1446.20,329.4,1.4983,1446.20,162,12.9159,10.3339,2.95309,6.03047,11.7036
324,96.8,25.2,0.189174,96.8,1,12.5909,9.50282,2.15633,3.89007,11.563
325,206.9,53.9,0.487481,206.9,2,12.9535,10.2894,2.76724,4.69937,11.7439
326,255.5,59.4,0.34991,255.5,28,13.1848,11.0768,2.44273,4.9723,11.8387
327,1948.00,429.1,0.686902,1948.00,168,12.9348,10.2864,2.84677,6.1134,11.7155
328,1302.00,184.2,1.24978,1302.00,81,12.9727,10.3731,2.42481,4.4644,11.7612
329,5293.80,1157.10,1.05818,5293.80,476,13.0332,10.6076,3.06068,6.07522,11.759
330,278.2,72.1,0.546287,278.2,4,12.7241,9.7687,2.52574,4.39777,11.6234
331,2537.90,571.1,1.25644,2537.90,201,12.9903,10.4306,2.95358,5.15424,11.7505
332,403.3,102.4,0.777484,403.3,13,13.0283,10.5414,2.58624,4.50839,11.7767
333,140.1,35.5,0.242197,140.1,5,12.4895,9.2829,1.80672,3.64056,11.5172
334,12400.10,2567.40,0.545254,12400.10,2108.00,12.943,10.3987,2.76745,4.76172,11.7352
335,216.6,55.6,0.550221,216.6,5,12.8257,10.1746,2.74742,4.81821,11.661
336,1347.40,300.5,0.891234,1347.40,145,12.846,10.2699,2.89622,5.19268,11.6668
337,2781.10,627.4,2.22679,2781.10,373,12.8774,10.2334,2.90297,5.65618,11.6871
338,1560.80,333.3,0.0817824,1560.80,148,13.073,11.0396,3.05009,6.30569,11.7563
339,814.5,190.1,0.923305,814.5,58,13.2611,11.2048,2.54624,4.93564,11.8726
340,823.7,204.6,1.43617,823.7,43,12.6288,9.58647,2.16272,4.06176,11.5798
341,4358.70,882,0.33334,4358.70,756,13.0485,10.6966,3.01219,6.16501,11.7561
342,3203.10,700.4,0.18812,3203.10,216,13.0141,10.7955,2.99649,6.26142,11.7334
343,845.1,199.6,0.959247,845.1,83,13.0241,10.5365,2.67629,4.43456,11.7747
344,4058.70,900.4,1.18373,4058.70,269,12.9703,10.3847,2.87309,5.83023,11.7345
345,7258.50,1596.30,0.684406,7258.50,400,13.0947,10.7071,2.49855,4.47626,11.8083
346,413.7,108,1.11509,413.7,3,12.7513,9.80165,2.4231,5.05449,11.6524
347,5282.10,1143.50,0.961126,5282.10,874,12.9007,10.4126,2.87834,5.50074,11.6813
348,690.2,158.1,0.703798,690.2,85,12.7844,10.0416,2.68185,4.93047,11.6376
349,2671.90,342.2,1.45503,2671.90,72,13.0479,10.511,2.52871,4.242,11.7896
350,321.1,84.5,0.663504,321.1,0.00,12.9628,10.2414,2.77228,4.67307,11.7512
351,759.1,171.4,0.561661,759.1,103,12.6499,9.67899,2.11357,3.90748,11.5815
352,6381.60,1373.70,0.235048,6381.60,628,13.0003,10.71,2.99875,6.32079,11.7215
353,1798.80,408.3,1.46393,1798.80,157,12.9842,10.5474,2.97663,5.95243,11.7221
354,742.1,175.3,0.942233,742.1,72,12.4694,9.35234,1.76718,3.17744,11.4939
355,12540.40,2755.30,1.6133,12540.40,791,13.0672,10.5567,2.31932,4.42103,11.803
356,10080.60,2204.90,0.715354,10080.60,644,13.0247,10.8549,3.03179,6.10368,11.7232
357,1567.80,357.2,1.07393,1567.80,102,12.9528,10.5429,2.95174,6.13897,11.6966
358,556.7,131.4,0.612141,556.7,21,12.9124,10.2685,2.72867,5.0226,11.7167
359,4221.60,923.7,0.171326,4221.60,264,12.9771,10.8508,2.94872,5.64254,11.7084
360,1997.30,434.9,0.487762,1997.30,223,12.7857,10.0023,2.54339,4.49195,11.6335
361,977.4,229.3,1.19166,977.4,95,13.0087,10.3317,2.59822,4.3861,11.7744
362,2084.40,454.9,0.481523,2084.40,285,12.9443,10.5259,2.83835,5.18501,11.7197
363,1148.00,268.4,1.23547,1148.00,88,12.8062,10.098,2.70675,4.83577,11.6389
364,7841.40,1701.00,1.15692,7841.40,1000,12.9425,10.175,2.12146,3.96256,11.7567
365,4068.10,900.3,1.3964,4068.10,378,12.9505,10.4042,2.9733,6.36062,11.6936
366,7795.70,1524.30,2.00331,7795.70,526,12.622,9.69304,1.88997,3.57783,11.563
367,5115.10,1153.60,2.51977,5115.10,373,13.0223,10.7174,3.12447,6.18873,11.7255
368,2169.70,450.5,0.254509,2169.70,396,12.9665,10.4994,2.98947,5.17801,11.7251
369,214.5,55,0.419787,214.5,5,12.4295,9.36324,1.68739,2.64527,11.4679
370,582.2,15.9,0.189047,582.2,22,13.0411,10.5474,2.68087,4.64859,11.7722
371,762.6,182.3,0.949737,762.6,27,12.9652,10.156,2.03914,3.75497,11.7618
372,9924.20,1980.00,1.17827,9924.20,1187.00,13.0258,10.316,2.10418,3.86745,11.7923
373,2909.70,630.7,0.37826,2909.70,337,13.0314,10.4648,2.71206,4.68395,11.7649
374,1162.40,269.2,1.6861,1162.40,110,12.9543,10.364,2.95255,5.05497,11.715
375,1210.70,269.8,0.548057,1210.70,89,13.0295,10.6353,3.13295,5.96208,11.7167
376,1449.90,324.4,1.60648,1449.90,169,13.0205,10.5793,3.08494,5.86419,11.722
377,1809.50,444.4,2.90801,1809.50,94,12.9364,10.5896,3.14796,5.1902,11.6588
378,3251.20,572.8,2.73857,3251.20,218,12.989,10.4312,2.8842,4.7585,11.7349
379,728.3,188.1,1.5747,728.3,9,12.7823,10.1001,2.88057,4.54817,11.6099
380,807.9,205.2,1.55989,807.9,15,12.7172,9.88023,2.46196,3.86867,11.5934
381,3066.50,139.5,0.729374,3066.50,265,13.017,10.2795,2.00148,3.6708,11.7812
382,41758.80,8991.70,0.747752,41758.80,6342.00,13.0452,10.8544,3.16735,6.25128,11.7023
383,17449.40,3820.10,0.792153,17449.40,1011.00,13.0431,10.5508,2.59187,4.38475,11.762
384,1797.20,399,1.3761,1797.20,219,12.9528,10.3905,3.08759,5.09292,11.6977
385,4166.30,922.9,1.08632,4166.30,303,13.0647,10.7676,3.22748,5.81825,11.7185
386,7542.50,1635.00,0.211872,7542.50,746,13.0247,10.3071,2.03386,3.89952,11.782
387,395.9,100.9,0.781793,395.9,8,12.9435,10.62,3.12091,5.06181,11.6593
388,2768.90,487.1,1.45393,2768.90,317,12.7695,10.0655,2.7215,4.36214,11.6062
389,1010.10,258.7,2.07437,1010.10,26,12.9477,10.6457,3.19937,5.16501,11.6587
390,3685.00,803.4,3.96323,3685.00,528,13.0501,10.6177,3.03506,5.10706,11.736
391,435.5,112.4,0.865887,435.5,8,12.9497,10.3784,2.38049,4.25832,11.72
392,3115.80,708.8,3.5369,3115.80,368,12.7746,10.1308,2.87789,4.34129,11.6047
393,7479.50,1616.20,1.15801,7479.50,932,12.9512,10.7531,3.118,4.78306,11.6435
394,68705.20,15075.70,8.92832,68705.20,3977.00,13.1403,11.1941,3.25425,5.62967,11.7156
395,1458.50,335.6,1.01,1458.50,66,12.9806,10.3529,2.64353,4.58905,11.7223
396,4641.20,934.1,0.345955,4641.20,401,13.1705,11.154,3.24909,5.73026,11.7419
397,3129.00,692.2,0.743538,3129.00,207,13.1025,10.7446,3.05218,5.21847,11.7547
398,1887.40,416.9,0.368315,1887.40,131,13.0663,10.5898,2.69129,4.68378,11.7567
399,368.6,97,0.774089,368.6,0.00,12.8775,10.1325,2.09746,4.25109,11.6817
401,648.7,164.4,1.26291,648.7,21,13.0242,10.2202,3.92482,5.73866,11.7164
402,1100.70,270.5,1.6417,1100.70,36,12.8079,9.91239,3.17987,4.70638,11.6294
403,2704.00,613.7,1.89552,2704.00,259,12.7649,9.9092,2.89492,4.23333,11.6113
404,1226.10,299.3,1.98197,1226.10,79,12.7219,9.58106,3.39657,5.05925,11.5871
405,5174.90,1133.00,0.191624,5174.90,314,12.8848,10.1351,2.7131,4.14503,11.6713
406,476.1,119.9,0.973532,476.1,19,12.6298,9.61189,2.82078,4.18371,11.5492
407,3212.50,723.8,2.53412,3212.50,284,12.6765,9.6669,2.19544,3.52234,11.5853
408,1110.50,256.1,1.06566,1110.50,131,12.646,9.59182,2.25632,3.40494,11.5706
409,330.1,86,0.670166,330.1,3,12.6125,9.46524,2.21432,3.59503,11.5605
410,1218.90,260.9,0.55889,1218.90,168,12.597,9.53731,2.37359,3.401,11.5478
411,301.8,75.3,0.499856,301.8,15,12.4068,8.96387,2.06635,3.86097,11.4467
412,1245.30,163.7,1.14256,1245.30,67,12.4477,9.14005,2.24357,3.53612,11.4714
413,1077.80,250.8,1.26172,1077.80,118,12.6452,9.388,2.92298,4.70167,11.5532
414,641.5,154.4,0.983077,641.5,51,12.622,9.56925,1.98499,3.17449,11.5579
415,1179.90,165.9,1.12144,1179.90,68,12.5063,9.28848,1.93304,2.73906,11.5058
