"TAZ","access_general_sov_attr","access_nearby_sov_attr","access_walk_attr","access_transit_attr","access_employment_sov_attr","access_general_sov","access_nearby_sov","access_walk","access_transit","access_employment_sov"
1120,0.00,0.00,0.00,0.00,0.00,11.8217,8.0757,0.00,0.00,11.2039
1121,0.00,0.00,0.00,0.00,0.00,11.6143,7.74587,0.00,0.00,11.0898
1122,0.00,0.00,0.00,0.00,0.00,12.1381,8.59945,0.00,0.00,11.371
1123,275.6,50.2,0.00,275.6,78,11.7412,7.91819,0.00,0.00,11.1749
1124,1370.00,233.6,1.28435,1370.00,107,12.0513,8.43382,0.00,0.00,11.3462
1125,0.00,0.00,0.00,0.00,0.00,12.0138,8.39772,0.00,0.00,11.3016
1126,1177.40,300.7,2.12606,1177.40,33,11.9165,8.28821,0.108821,0.00,11.2731
1127,0.00,0.00,0.00,0.00,0.00,11.5094,7.59044,0.00,0.00,11.0331
1128,24.7,6.5,0.0500464,24.7,0.00,11.609,7.74596,0.00,0.00,11.0905
1129,0.00,0.00,0.00,0.00,0.00,11.9651,8.46576,0.535214,0.293733,11.246
1130,1.9,0.5,0.0038773,1.9,0.00,11.8053,8.14413,0.00,0.00,11.1705
1131,10.5,2.2,0.00506686,10.5,2,11.5817,7.92946,0.00,0.00,11.0137
1201,380.5,98.2,0.734451,380.5,3,12.6554,10.3462,2.40617,2.93045,11.5535
1202,375.6,97.2,0.755563,375.6,6,12.5993,10.52,2.31484,3.35418,11.5223
1203,192.2,50,0.38933,192.2,2,12.4957,9.53266,2.12239,3.02192,11.5068
1204,432.7,111.6,0.873906,432.7,8,12.4187,9.36258,2.19587,2.51386,11.4657
1205,698.6,176.7,1.43198,698.6,21,12.4216,9.38868,2.295,2.05074,11.4611
1206,264.1,69.5,0.590639,264.1,0.00,12.4117,9.38717,2.09935,2.38305,11.4586
1207,721.8,184.2,1.28359,721.8,11,12.2867,9.23372,2.21289,1.22252,11.3772
1208,1.9,0.5,0.00384468,1.9,0.00,12.0926,8.63144,0.00,0.146144,11.288
1209,102.4,25.5,0.192223,102.4,5,12.484,9.56931,2.32139,2.63715,11.4901
1210,943.5,56.2,0.826653,943.5,8,12.3948,9.36569,2.32015,2.22187,11.4464
1211,649,163.4,1.09347,649,13,12.4464,9.58212,2.29569,2.73732,11.4635
1212,420.8,108.5,0.811626,420.8,6,12.283,9.14552,2.21234,1.70444,11.3868
1213,2474.60,482.7,1.33149,2474.60,280,12.0215,8.68967,1.29221,0.0144437,11.2596
1214,557.4,145.3,1.20871,557.4,3,12.3491,9.38678,2.18621,2.70726,11.4158
1215,141.9,35.7,0.273784,141.9,6,12.267,9.285,2.26508,1.20598,11.3601
1216,1924.30,451.5,2.10425,1924.30,196,12.2336,9.30284,2.12651,0.647821,11.3436
1217,795.2,200.7,1.35843,795.2,15,12.3378,9.25887,2.10945,2.12431,11.4145
1218,581.3,149.4,1.13446,581.3,13,12.2118,9.12806,2.25285,1.27729,11.3356
1219,851.4,220.4,1.6836,851.4,13,12.2549,9.23563,2.29982,1.7087,11.3582
1220,6507.00,1477.10,4.27507,6507.00,547,12.4067,9.52238,2.04365,2.4387,11.4463
1221,487.6,126.9,0.978658,487.6,5,11.8585,8.36891,0.724388,0.00,11.1454
1222,2502.40,556.8,0.818104,2502.40,191,12.3217,9.29722,2.11789,2.3768,11.4022
1223,9273.30,2054.20,2.10581,9273.30,617,12.1611,9.17635,2.15363,0.953517,11.2929
1224,3388.40,6.8,0.852491,3388.40,8,12.113,8.86835,1.74829,0.35956,11.2717
1225,5.7,1.5,0.0115346,5.7,0.00,11.8381,8.4048,0.769029,0.00,11.12
1226,24.7,6.5,0.0501257,24.7,0.00,11.8899,8.49646,1.00066,0.00,11.1586
1227,390.2,99,0.727432,390.2,13,12.323,9.31766,2.07459,2.55488,11.3978
1228,1386.70,198.8,1.57814,1386.70,58,12.1803,9.33166,2.43573,0.986718,11.2944
1229,61.8,15.7,0.115946,61.8,2,11.9849,8.52033,1.32238,0.00,11.2095
1230,2034.80,444.1,2.15308,2034.80,321,12.2104,9.13048,2.07112,2.49169,11.3458
1231,1428.70,365.4,2.70675,1428.70,26,11.9252,8.75673,1.96171,0.00,11.1655
1232,211.8,52.1,0.337422,211.8,13,11.8992,8.58207,0.703375,0.00,11.151
1233,919.1,209.9,0.807625,919.1,100,11.9547,8.83784,1.36226,0.00,11.1578
1234,3176.20,728.7,3.10321,3176.20,328,12.0856,9.18787,2.44618,0.797134,11.2421
1235,1853.90,126.2,1.05382,1853.90,71,11.991,8.87609,2.07995,1.16215,11.22
1236,991.5,139.2,1.06324,991.5,48,11.8219,8.38146,1.39137,0.00,11.1293
1237,222.5,57.7,0.437577,222.5,3,11.7449,8.41935,0.489823,0.00,11.0595
1238,1036.10,240.8,1.03761,1036.10,116,12.1192,8.89933,1.49016,2.54867,11.3113
1239,1204.00,274.1,0.889692,1204.00,156,11.893,8.83794,1.68133,0.00,11.147
1240,1041.70,251.4,1.35397,1041.70,83,11.7862,8.69285,1.04156,0.00,11.072
1241,5318.60,1175.60,1.57763,5318.60,459,11.8596,9.09345,1.53332,0.00,11.0852
1242,6473.40,1441.30,1.96517,6473.40,418,11.9893,9.11553,2.0813,0.691337,11.1987
1243,5818.80,1246.60,0.00,5818.80,1040.00,0.00,0.00,0.77964,2.41882,0.00
1244,2266.50,420.3,2.66777,2266.50,167,11.9085,8.74978,1.76584,1.68553,11.1814
1245,1737.90,379.6,0.229023,1737.90,214,11.9546,9.10667,1.92802,0.214029,11.1699
1246,3362.60,719.7,0.612384,3362.60,461,11.8629,9.26415,1.50782,0.00,11.0843
1247,331.6,84.8,0.635307,331.6,9,11.7144,8.24973,0.878828,0.00,11.0403
1248,1366.70,302.8,0.632186,1366.70,207,11.6998,8.22586,0.207254,0.00,11.0601
1249,897.5,223.5,1.42508,897.5,28,11.6997,8.27571,0.998961,0.00,11.0661
1250,0.00,0.00,0.00,0.00,0.00,11.8215,8.21852,0.00,1.84662,11.1777
1251,1157.30,245.9,0.572537,1157.30,197,11.6423,8.08511,0.566056,0.173612,11.0606
1252,715.9,185.5,1.4214,715.9,10,11.6729,8.15751,0.672704,0.329136,11.075
1253,1295.70,328.6,2.34655,1295.70,30,11.3354,7.64353,0.00,0.00,10.847
1254,2732.10,409.9,2.24127,2732.10,179,11.5164,8.01618,0.661845,0.00,10.9284
1255,2044.30,475.9,1.9165,2044.30,146,11.6639,8.36248,0.920976,0.00,10.999
1256,1030.90,267.7,2.02932,1030.90,13,11.577,8.04153,0.567429,0.00,10.9945
1257,0.00,0.00,0.00,0.00,0.00,11.7776,8.12986,0.00,1.49302,11.1564
1258,567.5,148.2,1.14046,567.5,4,11.6389,8.31329,1.02308,0.00,10.9861
1259,0.00,0.00,0.00,0.00,0.00,11.3588,7.49229,0.00,0.00,10.9156
1260,278.6,71.4,0.507729,278.6,7,11.3928,7.80268,0.557667,0.00,10.8686
1261,665.1,170.7,1.29019,665.1,15,11.2532,7.50031,0.00,0.00,10.8009
1262,486.3,127.7,0.980431,486.3,1,11.4996,7.78856,0.00,0.00,10.9775
1263,657.3,168.1,1.25723,657.3,17,11.3218,7.53544,0.00,0.00,10.861
1264,568.2,145.2,1.0899,568.2,15,11.5405,8.00581,0.662967,0.00,10.9736
1267,850.9,211.9,1.38623,850.9,25,11.0773,7.11009,0.00,0.00,10.7319
1301,186.7,47.2,0.329288,186.7,3,11.46,7.85222,0.092035,0.00,10.9452
1302,597.2,154.6,1.1646,597.2,9,11.1449,7.18161,0.00,0.00,10.7769
1303,0.00,0.00,0.00,0.00,0.00,11.1407,7.02303,0.00,0.00,10.7721
1304,617.7,155.2,1.0862,617.7,20,11.7541,8.03123,0.00,0.00,11.1241
1305,17.1,4.5,0.0346047,17.1,0.00,11.8116,8.07916,0.00,0.00,11.1567
1306,1585.30,395.7,2.65327,1585.30,77,11.0754,7.06835,0.00,0.00,10.7391
1307,607.1,149.1,1.06248,607.1,37,10.9652,6.95399,0.00,0.00,10.6725
1308,352.2,90.4,0.67037,352.2,8,11.6954,7.8935,0.00,0.00,11.0965
1309,778.1,198.1,1.39938,778.1,24,10.5308,6.84375,0.638791,0.00,10.3866
1310,0.00,0.00,0.00,0.00,0.00,10.7607,6.61175,0.00,0.00,10.558
1311,301.5,78.2,0.592966,301.5,4,10.9087,6.9516,0.00,0.00,10.6356
1312,733.9,183.7,1.27214,733.9,34,10.8163,7.11797,0.629977,0.00,10.5665
1313,1010.70,261.1,2.00747,1010.70,17,10.3979,6.50043,0.00,0.00,10.3084
1314,291.7,69.7,0.422363,291.7,23,11.3363,7.46018,0.00,0.00,10.8924
1315,258.2,66.5,0.504989,258.2,5,10.8565,6.90916,0.00,0.00,10.6036
1316,899.9,229.3,1.64117,899.9,27,10.6681,6.99357,0.687821,0.00,10.474
1317,18,3,0.00,18,6,11.227,7.18365,0.00,0.00,10.8213
1318,1.9,0.5,0.00384462,1.9,0.00,11.5213,7.72617,0.00,0.00,10.9994
1319,300.7,56,0.00951134,300.7,79,11.5557,7.71153,0.00,0.00,11.0186
1320,4346.90,940.3,0.0768297,4346.90,556,11.4748,8.01987,0.00,0.00,10.9494
1321,0.00,0.00,0.00,0.00,0.00,11.519,8.55844,0.00,0.00,10.9512
1322,315.4,83,0.642944,315.4,0.00,11.3256,7.47168,0.00,0.00,10.886
1323,3153.30,677.1,0.0116138,3153.30,528,11.3897,8.08928,0.00,0.00,10.8865
1324,657.7,169.2,1.22865,657.7,14,11.2987,7.39773,0.00,0.00,10.8739
1325,113.3,27.5,0.195201,113.3,8,10.7614,6.65524,0.00,0.00,10.5572
1326,7801.70,1710.50,1.91227,7801.70,565,11.2092,7.69981,0.00,0.00,10.789
1327,0.00,0.00,0.00,0.00,0.00,10.4769,6.18283,0.00,0.00,10.4031
1328,963.1,103.9,0.304301,963.1,121,11.1491,7.23269,0.00,0.00,10.7798
1329,329.4,83.5,0.627735,329.4,11,11.0589,7.14177,0.00,0.00,10.7252
1330,129.5,28.8,0.0927815,129.5,19,11.2213,7.36197,0.00,0.00,10.8208
1331,72.5,18.5,0.138571,72.5,2,10.8111,6.73998,0.00,0.00,10.5848
1332,3.8,1,0.00768927,3.8,0.00,10.2419,5.88871,0.00,0.00,10.2604
1333,837.8,183.8,0.0597346,837.8,60,11.0757,7.1182,0.00,0.00,10.7441
1334,1.9,0.5,0.00384462,1.9,0.00,10.393,6.07965,0.00,0.00,10.3513
1335,2913.50,658.4,1.55629,2913.50,245,11.5262,7.75924,0.00,0.00,10.9885
1401,0.00,0.00,0.00,0.00,0.00,12.1699,9.00426,0.00,0.0149187,11.3004
1402,6425.80,1406.00,0.209236,6425.80,397,12.1693,9.47916,0.583754,0.00,11.2563
1403,18119.20,3962.30,0.63129,18119.20,1139.00,12.1276,9.50369,1.01863,0.00,11.2246
1404,10670.10,2335.40,0.390816,10670.10,644,12.0908,9.24652,0.597007,0.00,11.2225
1405,1406.00,352.1,2.30931,1406.00,41,12.0338,9.15136,1.00468,0.00,11.1862
1406,491.1,121.8,0.765623,491.1,27,12.0067,9.12617,0.295984,0.00,11.1802
1407,8541.90,1872.60,0.66657,8541.90,601,12.0745,9.29631,0.987628,0.00,11.207
1408,3143.80,534.4,2.8635,3143.80,222,11.8298,8.52685,1.09216,0.00,11.0971
1409,1081.30,267.7,1.72257,1081.30,51,11.9349,8.80953,1.35199,0.00,11.1496
1410,433.2,105.1,0.642815,433.2,32,11.798,8.55268,1.57309,0.00,11.0766
1411,298.7,76,0.576682,298.7,9,11.8464,8.57873,1.47973,0.00,11.0988
1412,409,61.7,0.054763,409,51,11.6733,8.08334,0.00,0.00,11.0351
1413,645.1,156,0.8985,645.1,50,11.8349,8.49634,0.832258,0.00,11.1051
1414,210.9,55.5,0.433863,210.9,0.00,11.593,8.07374,1.00555,0.00,10.9699
1415,412.3,108.5,0.858961,412.3,0.00,11.6512,8.14727,0.942579,0.00,11.0047
1416,616.1,139.4,0.290105,616.1,35,11.7106,8.24327,0.87175,0.00,11.0385
1417,707.4,181.7,1.35966,707.4,16,11.6324,8.0924,0.843294,0.00,10.996
1418,800.4,201.6,1.43857,800.4,19,11.7174,8.46028,1.38187,0.00,11.0335
1419,699.2,182.6,1.51944,699.2,5,11.6589,8.39415,1.50463,0.00,10.9947
1420,0.00,0.00,0.00,0.00,0.00,11.7029,8.25893,0.977368,0.00,11.029
1421,5.7,1.5,0.011534,5.7,0.00,11.5463,7.83246,0.00,0.00,10.9555
1422,0.00,0.00,0.00,0.00,0.00,11.6712,8.13857,0.923647,0.00,11.0023
1423,739.1,194.5,1.55435,739.1,0.00,11.4799,7.80193,0.889769,0.00,10.9116
1424,5.6,1.2,0.00,5.6,1,11.5843,8.01129,1.07062,0.00,10.9662
1425,0.00,0.00,0.00,0.00,0.00,11.4054,7.76041,0.00,0.00,10.8664
1426,0.00,0.00,0.00,0.00,0.00,11.5655,7.91519,0.00,0.00,10.953
1427,1.9,0.5,0.00394413,1.9,0.00,11.6043,7.98898,0.00,0.00,10.9734
1428,3740.70,158.4,1.01192,3740.70,132,11.4383,7.73424,0.772744,0.00,10.8782
1429,3858.70,837.3,0.694775,3858.70,316,11.1985,8.04727,0.742271,0.00,10.709
1430,547.2,144,1.12583,547.2,0.00,11.3443,7.58278,0.56966,0.00,10.8302
1431,167,42.5,0.320175,167,5,10.9853,7.30248,0.00,0.00,10.6155
1432,48,8,0.00,48,16,11.4937,7.77665,0.00,0.00,10.9174
1433,99.2,23.5,0.162871,99.2,9,11.0994,7.22277,0.00,0.00,10.6974
1434,976.2,254.4,1.93757,976.2,9,10.9039,7.69273,0.978916,0.00,10.5599
1435,0.00,0.00,0.00,0.00,0.00,11.4658,7.78876,0.133571,0.00,10.8967
1436,837.7,214.7,1.53519,837.7,15,11.3794,8.11354,1.18833,0.00,10.8337
1437,4503.80,1004.00,1.19755,4503.80,266,11.2978,8.04018,0.532621,0.00,10.7731
1438,1418.70,167.2,0.72152,1418.70,103,11.2187,7.62117,0.381175,0.00,10.7428
1439,270.4,68.1,0.465292,270.4,11,11.4926,7.88304,0.0340398,0.00,10.9055
1440,586.7,151,1.22467,586.7,12,11.2295,8.22668,0.789257,0.00,10.7186
1441,172.9,45.5,0.37182,172.9,0.00,11.4116,7.68723,0.00,0.00,10.8693
1442,94.5,23.5,0.145787,94.5,5,10.9319,7.25025,0.00,0.00,10.581
1443,288.6,75.4,0.575616,288.6,2,10.9425,7.61336,0.782667,0.00,10.5816
1444,540.3,131.9,0.782588,540.3,19,11.3052,7.91449,0.833755,0.00,10.7809
1445,721,183.8,1.34683,721,21,10.9535,7.27587,0.00,0.00,10.5922
1446,28.5,7.5,0.0577024,28.5,0.00,11.4627,7.92731,0.108816,0.00,10.8781
1447,306,76.2,0.579104,306,15,11.4012,7.85831,0.46681,0.00,10.8455
1448,1576.20,379.6,2.06719,1576.20,128,10.9028,7.27295,0.405534,0.00,10.5689
1449,1307.60,301.3,0.97127,1307.60,78,10.9596,7.37964,0.404778,0.00,10.5835
1450,68.4,18,0.138528,68.4,0.00,10.971,7.42485,0.332778,0.00,10.5873
1451,0.00,0.00,0.00,0.00,0.00,10.7995,6.78843,0.00,0.00,10.5055
1452,295.2,75.4,0.56461,295.2,8,10.7792,7.05267,0.0898446,0.00,10.4811
1453,1383.70,313.2,0.823101,1383.70,85,11.412,8.18267,1.15181,0.00,10.8244
1454,1546.20,341.1,0.580951,1546.20,240,11.0455,7.49783,0.0731409,0.00,10.6343
1455,1465.90,365,2.37,1465.90,57,11.2383,7.84994,0.838207,0.00,10.7188
1456,26.6,7,0.0550478,26.6,0.00,11.2889,7.88493,0.00,0.00,10.7557
1457,395.2,104,0.812533,395.2,0.00,10.6833,6.87816,0.131525,0.00,10.4089
1458,367.8,94.2,0.711178,367.8,9,10.9287,7.29756,0.30314,0.00,10.566
1459,172.2,43,0.315355,172.2,8,10.7441,7.00505,0.20054,0.00,10.4546
1460,1269.40,277.4,0.241008,1269.40,189,10.8176,7.2368,0.35746,0.00,10.4893
1461,666,174.7,1.34584,666,2,10.9767,7.37571,0.20254,0.00,10.5914
1462,399,105,0.817369,399,0.00,11.1017,7.67961,0.432903,0.00,10.6496
1463,5212.70,335.1,2.39149,5212.70,208,11.0867,7.44135,0.390409,0.00,10.6358
1464,121.6,32,0.247958,121.6,0.00,10.7273,7.05592,0.324731,0.00,10.4284
1465,85.5,22.5,0.1735,85.5,0.00,10.7949,7.03872,0.285481,0.00,10.4739
1466,1196.00,308.8,2.3673,1196.00,15,10.736,7.15612,1.01014,0.00,10.4483
1467,330.2,82.1,0.569117,330.2,17,10.8699,7.26885,0.32991,0.00,10.5262
1468,1573.80,155.5,1.23732,1573.80,71,10.7368,7.0834,0.470579,0.00,10.4272
1469,195.7,51.5,0.409063,195.7,0.00,10.9975,7.53866,0.594448,0.00,10.589
1470,397.5,100.5,0.70075,397.5,15,11.0456,7.64485,0.8649,0.00,10.6089
1471,904.2,230.9,1.69609,904.2,25,10.8779,7.22862,0.603929,0.00,10.5394
1472,126.5,33,0.255668,126.5,1,10.6069,6.81564,0.4438,0.00,10.3637
1473,1224.80,311.6,2.28832,1224.80,34,10.6514,7.07319,1.0838,0.00,10.3866
1474,366.7,96.5,0.769044,366.7,0.00,10.7302,6.94741,0.206862,0.00,10.443
1475,148.2,39,0.303663,148.2,0.00,10.6923,6.82766,0.00,0.00,10.4261
1476,521.5,135.5,1.04223,521.5,6,10.7013,7.04077,0.856407,0.00,10.4277
1477,284,73.9,0.556467,284,3,10.9024,7.20043,0.187169,0.00,10.5462
1478,475,125,0.988366,475,0.00,10.6426,7.03288,0.948177,0.00,10.3755
1479,292.2,74,0.552142,292.2,10,10.68,6.81167,0.00,0.00,10.4184
1480,197.6,52,0.40121,197.6,0.00,10.5079,6.52265,0.00,0.00,10.3301
1481,843.3,205.5,1.42545,843.3,57,10.5501,6.7181,0.00,0.00,10.336
1482,1.9,0.5,0.0038446,1.9,0.00,10.1186,5.85807,0.00,0.00,10.1108
1501,58.1,15,0.113929,58.1,1,11.6751,7.89064,0.00,0.00,11.0997
1502,95.8,20.9,0.11091,95.8,15,11.8343,8.16122,0.00,0.00,11.1783
1503,3607.10,779.6,0.146537,3607.10,349,12.5706,9.88536,0.675305,3.64473,11.496
1504,533.8,133.6,0.866787,533.8,25,11.8234,8.1944,0.00,0.00,11.1637
1505,518.3,119.8,0.508919,518.3,56,12.3463,9.23346,0.00,2.63611,11.4127
1506,1829.90,399,0.442569,1829.90,301,12.1782,8.9098,0.00,1.97508,11.3258
1507,1130.40,259.1,1.00062,1130.40,129,12.3576,9.42417,0.424266,3.09025,11.3827
1508,7297.70,1616.80,1.76214,7297.70,495,12.4499,9.80522,0.706495,3.69809,11.4044
1509,26.6,7,0.0538992,26.6,0.00,11.8626,8.27737,0.00,0.4302,11.1781
1510,1275.20,119.8,0.84803,1275.20,54,12.133,8.81039,0.00,1.73722,11.3054
1511,823.9,200,1.24055,823.9,58,11.3676,7.59977,0.00,0.00,10.8806
1512,6734.70,1458.60,0.176298,6734.70,643,12.4509,9.8778,0.932281,3.94821,11.398
1513,790.7,194.9,1.27354,790.7,47,11.2678,7.54467,0.00,0.00,10.8065
1514,249.2,61.7,0.392088,249.2,14,11.5876,8.03169,0.00,0.00,10.9891
1515,414.7,101.2,0.665812,414.7,28,11.78,8.3529,0.172875,0.971138,11.0859
1516,2933.00,381,2.27577,2933.00,201,11.8742,8.49912,0.0508558,1.48475,11.1324
1517,22221.20,4867.20,1.74138,22221.20,1457.00,12.4037,9.87861,0.872978,4.01462,11.3454
1518,3838.90,804.6,0.660902,3838.90,572,11.5543,7.97719,0.00,0.00,10.9699
1519,1921.60,468.2,2.78434,1921.60,115,11.3119,7.60689,0.00,0.00,10.8287
1520,1802.60,422.6,1.92798,1802.60,174,11.7067,8.21883,0.123781,0.517656,11.046
1521,677.8,166.8,1.09826,677.8,35,12.1183,9.06212,0.832431,2.57169,11.2359
1522,2876.60,109.2,0.736775,2876.60,91,11.4517,7.85155,0.00,0.00,10.8998
1523,18770.10,4089.10,0.61024,18770.10,1329.00,12.3456,9.68568,0.438942,2.87418,11.332
1524,1463.90,382.5,3.04895,1463.90,10,12.1187,9.07143,0.922073,2.5688,11.2344
1525,4519.90,987.6,0.723751,4519.90,575,12.236,9.39487,0.0539114,2.76456,11.2764
1526,488.4,120,0.831384,488.4,30,11.898,8.56828,0.421039,1.54419,11.1397
1527,272.9,67.6,0.450595,272.9,15,11.3952,7.75921,0.00,0.00,10.8594
1528,1203.10,286.7,1.45149,1203.10,66,11.3197,7.60309,0.00,0.00,10.8234
1529,182.2,42.3,0.226553,182.2,16,11.6857,8.11357,0.00,0.183316,11.0404
1530,924.3,230.4,1.64537,924.3,45,11.8539,9.15145,0.973479,0.690638,11.0645
1531,8668.30,1900.10,1.55427,8668.30,712,11.7927,8.78379,0.944949,0.634977,11.0446
1532,1292.60,306.5,1.45776,1292.60,62,11.6909,8.27714,0.36315,0.281169,11.0111
1533,824.8,190.2,1.00159,824.8,77,11.2707,7.50735,0.00,0.00,10.8062
1534,70.3,18.5,0.142718,70.3,0.00,11.2621,7.48157,0.00,0.00,10.8027
1535,5493.10,544.6,3.91617,5493.10,258,11.492,7.86742,0.138304,0.00,10.9171
1536,0.00,0.00,0.00,0.00,0.00,11.6682,8.20727,0.00,0.431794,11.0079
1537,4273.40,974.5,4.0139,4273.40,526,11.043,7.1617,0.00,0.00,10.6846
1538,0.00,0.00,0.00,0.00,0.00,11.2132,7.32728,0.00,0.00,10.7887
1539,893.7,223.1,1.51353,893.7,37,10.4168,6.24112,0.00,0.00,10.3299
1540,659.2,161,0.964554,659.2,41,10.6441,6.55411,0.00,0.00,10.4622
1541,3276.60,269.1,1.07728,3276.60,170,11.8739,8.7322,0.577937,1.40525,11.094
1542,943.5,203.6,0.0179524,943.5,117,11.8124,8.59127,0.600712,1.09785,11.0649
1543,35222.70,7758.40,3.61678,35222.70,1983.00,12.0013,9.03868,0.00,2.92572,11.1525
1544,633.3,141.6,0.508161,633.3,90,10.625,6.50964,0.00,0.00,10.4553
1545,92.8,23.6,0.160799,92.8,3,10.5274,6.3816,0.00,0.00,10.3944
1602,419.2,105.1,0.681923,419.2,19,11.9378,8.29819,0.472481,1.90028,11.2301
1603,269.1,59.1,0.145777,269.1,26,11.7982,8.13474,0.00,1.74596,11.1441
1604,214,37,0.00,214,67,11.9336,8.45901,0.00,2.32178,11.2065
1605,496.4,120.2,0.659666,496.4,38,11.6775,7.9767,0.00,0.691043,11.078
